STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
8546,male,group E,some high school,free/reduced,completed,married,sometimes,yes,2,school_bus,62,59,59
8547,male,group C,associate's degree,standard,none,married,regularly,no,1,school_bus,81,69,67
8548,male,group D,some college,free/reduced,completed,single,regularly,no,2,private,61,68,68
8549,female,group C,master's degree,standard,none,single,regularly,yes,3,private,57,69,68
8550,female,group D,associate's degree,standard,none,single,sometimes,yes,2,school_bus,74,79,78
8551,female,group A,high school,free/reduced,completed,married,sometimes,yes,4,private,73,84,89
8552,female,group A,master's degree,standard,completed,single,sometimes,yes,3,private,57,68,73
8553,female,group C,some college,standard,completed,divorced,sometimes,no,2,school_bus,88,85,92
8554,male,group C,some college,free/reduced,none,single,sometimes,yes,0,school_bus,72,73,66
8555,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,51,59,58
8556,male,group B,some college,standard,completed,married,sometimes,yes,3,school_bus,62,68,73
8557,male,group D,some high school,standard,none,married,sometimes,no,2,private,50,42,43
8558,male,group D,high school,free/reduced,none,single,sometimes,yes,3,school_bus,64,60,56
8559,male,group C,high school,free/reduced,none,married,sometimes,yes,0,private,68,67,63
8560,female,group B,some high school,standard,completed,single,sometimes,yes,4,private,57,61,70
8561,male,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,0,school_bus,57,56,61
8562,male,group E,some high school,standard,completed,married,sometimes,yes,0,private,85,77,80
8563,male,group D,high school,standard,none,divorced,sometimes,yes,4,school_bus,61,43,48
8564,male,group E,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,97,88,91
8565,male,group D,some college,standard,completed,married,never,no,5,private,48,60,61
8566,male,group E,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,80,76,73
8567,female,group D,some college,standard,none,married,sometimes,yes,3,private,72,81,85
8568,male,group E,bachelor's degree,standard,none,single,regularly,no,1,private,51,47,42
8569,female,group D,some high school,free/reduced,none,widowed,sometimes,no,1,school_bus,54,66,67
8570,female,group D,master's degree,standard,none,divorced,never,yes,0,school_bus,47,63,64
8571,male,group C,bachelor's degree,standard,completed,married,never,no,4,school_bus,78,77,77
8572,female,group B,bachelor's degree,free/reduced,completed,single,regularly,no,2,private,58,74,75
8573,female,group C,associate's degree,standard,completed,married,sometimes,yes,0,private,93,100,100
8574,female,group B,high school,standard,none,married,regularly,yes,2,private,71,69,68
8575,male,group D,some college,standard,completed,married,sometimes,yes,1,private,72,68,74
8576,male,group E,associate's degree,standard,none,married,never,yes,4,school_bus,83,69,68
8577,male,group B,some college,standard,completed,widowed,never,yes,4,private,84,91,94
8578,female,group B,associate's degree,standard,none,married,sometimes,yes,0,private,53,63,65
8579,male,group C,high school,free/reduced,completed,divorced,regularly,yes,2,school_bus,59,63,54
8580,male,group E,some college,standard,completed,married,regularly,yes,0,school_bus,100,92,97
8581,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,3,school_bus,77,91,91
8582,female,group B,some high school,standard,none,single,regularly,yes,1,private,47,52,48
8583,male,group A,associate's degree,standard,none,divorced,never,yes,0,school_bus,77,69,71
8584,male,group A,associate's degree,free/reduced,none,single,regularly,yes,3,private,50,54,53
8585,female,group C,some college,free/reduced,none,married,sometimes,no,4,school_bus,52,56,55
8586,male,group D,high school,standard,none,divorced,regularly,yes,1,private,64,50,49
8587,male,group D,some college,standard,completed,married,regularly,yes,2,private,84,76,82
8588,female,group C,high school,standard,none,married,regularly,yes,1,school_bus,35,54,50
8589,male,group B,high school,free/reduced,none,single,sometimes,yes,1,school_bus,66,58,51
8590,female,group D,high school,standard,none,married,sometimes,yes,4,school_bus,58,74,71
8591,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,0,private,33,48,42
8592,female,group C,some college,standard,none,divorced,sometimes,yes,1,private,81,96,93
8593,female,group D,some college,standard,none,single,regularly,no,4,school_bus,70,66,73
8594,male,group B,some high school,standard,none,married,sometimes,yes,0,private,56,46,47
8595,female,group C,associate's degree,standard,none,married,sometimes,yes,3,private,66,74,70
8596,male,group D,high school,standard,none,single,never,no,1,school_bus,70,70,68
8597,female,group B,master's degree,free/reduced,none,married,regularly,yes,3,private,70,72,70
8598,male,group C,high school,standard,none,divorced,regularly,yes,3,private,75,72,61
8599,male,group C,associate's degree,standard,none,married,sometimes,no,2,school_bus,67,65,57
8600,male,group C,associate's degree,standard,none,married,sometimes,yes,3,school_bus,71,68,64
8601,male,group B,some high school,standard,none,married,sometimes,yes,1,private,52,59,53
8602,female,group D,some college,standard,completed,divorced,never,yes,2,school_bus,76,90,92
8603,male,group C,some high school,standard,none,married,sometimes,yes,3,private,59,57,53
8604,male,group B,master's degree,free/reduced,none,married,regularly,no,4,school_bus,65,62,56
8605,female,group A,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,68,71,76
8606,male,group B,master's degree,standard,none,divorced,sometimes,no,3,private,92,93,87
8607,female,group B,some high school,standard,completed,single,sometimes,no,1,school_bus,64,74,77
8608,male,group E,some high school,standard,none,single,regularly,yes,1,private,78,74,68
8609,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,private,77,86,84
8610,female,group C,some college,standard,none,married,sometimes,no,3,private,62,69,71
8611,male,group C,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,71,68,58
8612,female,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,81,77,81
8613,male,group B,some college,free/reduced,none,married,never,yes,2,private,65,75,63
8614,male,group C,high school,standard,none,married,never,no,2,school_bus,65,54,56
8615,female,group C,some college,standard,none,divorced,never,yes,1,private,71,85,78
8616,female,group B,some college,standard,none,married,regularly,yes,2,private,63,78,69
8617,male,group B,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,78,79,77
8618,male,group C,high school,standard,none,divorced,never,no,3,private,74,75,68
8619,male,group D,high school,free/reduced,none,divorced,sometimes,no,1,private,45,46,39
8620,male,group C,some high school,standard,none,divorced,regularly,yes,1,school_bus,49,51,44
8621,male,group D,some college,standard,none,married,sometimes,no,3,private,61,62,52
8622,male,group B,associate's degree,standard,completed,divorced,sometimes,no,1,private,80,72,75
8623,female,group B,high school,standard,none,divorced,never,yes,1,private,47,54,49
8624,female,group B,some high school,free/reduced,completed,married,never,yes,2,school_bus,44,55,55
8625,male,group B,associate's degree,free/reduced,none,married,sometimes,no,1,school_bus,53,40,36
8626,female,group B,associate's degree,standard,none,single,never,no,2,school_bus,79,90,90
8627,female,group C,some high school,standard,completed,married,regularly,yes,3,private,63,81,83
8628,male,group C,high school,free/reduced,completed,married,never,no,2,school_bus,60,70,66
8629,female,group D,master's degree,standard,none,divorced,regularly,yes,0,school_bus,70,65,74
8630,female,group E,high school,standard,none,divorced,regularly,yes,0,school_bus,65,69,61
8631,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1,private,39,53,44
8632,male,group B,some college,standard,none,married,regularly,yes,1,private,75,65,62
8633,female,group C,some college,standard,completed,divorced,regularly,no,1,school_bus,51,72,75
8634,male,group C,some college,standard,completed,single,sometimes,no,2,school_bus,75,70,73
8635,male,group A,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,56,47,43
8636,female,group A,high school,standard,completed,divorced,sometimes,yes,0,private,68,80,77
8637,female,group B,some college,standard,completed,divorced,sometimes,no,3,school_bus,72,85,87
8638,male,group D,associate's degree,standard,none,married,sometimes,no,4,private,66,58,63
8639,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,70,59,60
8640,male,group D,high school,free/reduced,none,married,sometimes,no,3,private,53,69,62
8641,male,group C,master's degree,standard,none,married,regularly,yes,3,school_bus,77,71,68
8642,male,group A,high school,standard,completed,married,regularly,yes,2,private,55,56,56
8643,female,group B,associate's degree,free/reduced,completed,single,regularly,no,2,school_bus,54,77,78
8644,male,group D,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,29,31,29
8645,female,group C,bachelor's degree,free/reduced,none,single,never,yes,0,school_bus,68,76,76
8646,female,group D,master's degree,standard,completed,divorced,sometimes,yes,0,school_bus,72,88,98
8647,male,group D,high school,standard,none,married,sometimes,no,3,school_bus,60,54,52
8648,female,group E,master's degree,standard,none,single,never,yes,1,private,68,73,77
8649,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,1,school_bus,78,79,77
8650,male,group C,associate's degree,standard,completed,married,sometimes,no,6,school_bus,100,92,96
8651,female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,81,86,78
8652,female,group A,some high school,standard,none,married,never,yes,1,school_bus,66,74,76
8653,male,group C,some high school,standard,none,married,regularly,yes,3,school_bus,51,55,49
8654,male,group D,high school,free/reduced,completed,married,sometimes,no,1,school_bus,63,58,60
8655,male,group D,some high school,standard,none,divorced,regularly,yes,7,private,70,74,68
8656,male,group D,master's degree,standard,none,married,regularly,no,3,private,100,93,94
8657,male,group E,bachelor's degree,standard,none,single,regularly,yes,1,private,80,70,69
8658,female,group A,bachelor's degree,standard,completed,married,sometimes,no,2,private,97,90,97
8659,female,group C,bachelor's degree,free/reduced,completed,single,regularly,no,1,school_bus,54,54,69
8660,female,group C,some college,standard,none,married,sometimes,no,1,school_bus,81,95,95
8661,male,group C,high school,standard,none,divorced,sometimes,yes,2,school_bus,73,61,61
8662,male,group A,some college,free/reduced,none,single,regularly,yes,1,school_bus,72,76,71
8663,male,group D,some college,standard,completed,married,sometimes,yes,0,private,68,75,75
8664,male,group C,associate's degree,standard,completed,divorced,sometimes,no,1,private,91,90,85
8665,female,group B,some high school,free/reduced,none,married,regularly,no,2,school_bus,42,59,53
8666,female,group B,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,71,87,87
8667,female,group C,some college,free/reduced,none,married,sometimes,yes,1,school_bus,65,64,62
8668,female,group D,master's degree,standard,none,single,sometimes,yes,1,school_bus,91,99,100
8669,female,group E,some college,standard,none,divorced,sometimes,no,2,school_bus,70,66,66
8670,female,group D,some college,standard,completed,married,regularly,yes,1,private,91,100,100
8671,male,group B,some college,standard,none,married,sometimes,yes,1,private,63,62,63
8672,female,group E,high school,standard,none,married,sometimes,no,2,private,64,69,66
8673,male,group D,master's degree,standard,completed,married,sometimes,no,1,school_bus,88,80,83
8674,male,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,72,65,63
8675,female,group B,master's degree,standard,completed,married,regularly,no,1,private,77,78,80
8676,female,group B,associate's degree,standard,completed,single,sometimes,yes,5,school_bus,71,83,88
8677,male,group C,some high school,standard,completed,single,sometimes,yes,1,school_bus,62,65,65
8678,female,group B,high school,standard,completed,married,sometimes,yes,1,school_bus,62,78,74
8679,male,group E,high school,free/reduced,none,divorced,never,yes,4,private,41,47,39
8680,female,group C,master's degree,standard,completed,married,regularly,yes,2,private,72,77,82
8681,male,group E,some college,free/reduced,completed,single,regularly,yes,1,school_bus,83,87,85
8682,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,63,71,72
8683,female,group E,bachelor's degree,standard,completed,single,regularly,yes,1,school_bus,77,81,80
8684,female,group B,high school,free/reduced,none,married,sometimes,yes,2,private,57,72,64
8685,male,group B,some high school,standard,none,married,regularly,yes,0,school_bus,32,44,36
8686,female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,91,98,98
8687,female,group E,some college,standard,none,married,regularly,yes,1,school_bus,79,96,91
8688,male,group A,bachelor's degree,standard,none,single,sometimes,yes,1,private,75,77,71
8689,female,group C,associate's degree,standard,completed,single,regularly,yes,1,private,85,94,86
8690,male,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,85,82,70
8691,female,group E,some college,free/reduced,none,married,never,yes,1,school_bus,49,53,52
8692,male,group C,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,22,19,24
8693,male,group D,high school,free/reduced,none,married,never,yes,3,school_bus,30,38,40
8694,male,group D,some high school,standard,none,married,never,no,3,school_bus,64,69,56
8695,male,group B,associate's degree,standard,none,single,sometimes,yes,4,school_bus,63,62,59
8696,female,group E,associate's degree,standard,none,married,sometimes,yes,1,private,93,88,89
8697,male,group C,bachelor's degree,free/reduced,none,divorced,never,no,1,private,44,44,40
8698,female,group C,high school,free/reduced,completed,divorced,never,yes,3,private,61,77,76
8699,female,group C,some college,standard,completed,single,sometimes,yes,3,school_bus,69,73,76
8700,female,group D,some high school,standard,none,married,never,yes,3,school_bus,52,58,56
8701,female,group A,some college,standard,none,married,never,no,2,school_bus,81,85,77
8702,female,group C,some high school,standard,completed,married,regularly,no,1,school_bus,64,71,76
8703,male,group A,some college,standard,none,single,sometimes,yes,3,private,80,78,71
8704,female,group D,some high school,standard,none,divorced,regularly,yes,2,school_bus,51,54,60
8705,female,group A,associate's degree,standard,none,married,sometimes,yes,1,school_bus,58,63,50
8706,female,group D,high school,standard,completed,single,sometimes,yes,2,private,93,94,97
8707,male,group C,some college,free/reduced,none,divorced,regularly,yes,5,school_bus,47,44,47
8708,female,group D,some college,standard,none,married,regularly,yes,3,school_bus,81,81,84
8709,male,group D,some high school,free/reduced,completed,married,regularly,yes,0,private,44,45,45
8710,male,group D,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,48,54,43
8711,female,group B,associate's degree,standard,none,married,regularly,yes,0,school_bus,79,83,83
8712,female,group D,some college,standard,completed,single,sometimes,no,3,school_bus,61,61,69
8713,male,group C,bachelor's degree,standard,completed,married,regularly,yes,2,private,95,100,99
8714,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,74,76,77
8715,male,group C,master's degree,free/reduced,none,single,regularly,no,1,school_bus,85,89,86
8716,male,group C,high school,standard,completed,married,regularly,yes,1,private,71,69,75
8717,male,group D,high school,standard,completed,married,regularly,no,2,private,69,61,67
8718,female,group C,some college,standard,none,single,regularly,yes,2,private,82,83,77
8719,female,group D,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,52,71,72
8720,female,group D,associate's degree,standard,completed,single,regularly,no,1,school_bus,91,90,93
8721,male,group C,master's degree,standard,none,married,sometimes,no,3,school_bus,41,43,40
8722,male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,80,83,72
8723,female,group E,some college,standard,none,married,regularly,yes,4,school_bus,77,72,76
8724,male,group B,some high school,standard,none,married,sometimes,no,1,school_bus,59,58,53
8725,male,group D,associate's degree,standard,none,divorced,regularly,yes,3,school_bus,99,88,90
8726,female,group C,high school,standard,completed,married,regularly,yes,1,private,67,72,79
8727,female,group E,associate's degree,free/reduced,completed,married,regularly,no,3,school_bus,72,76,78
8728,male,group D,master's degree,standard,completed,married,sometimes,yes,3,school_bus,64,60,62
8729,female,group C,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,33,45,41
8730,female,group D,some high school,standard,none,married,sometimes,no,3,private,73,82,81
8731,male,group B,some college,free/reduced,none,married,sometimes,no,2,school_bus,35,35,30
8732,female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,48,53,56
8733,female,group A,some college,standard,none,single,regularly,yes,4,school_bus,58,71,68
8734,female,group B,associate's degree,standard,none,married,regularly,no,3,private,49,52,52
8735,female,group B,high school,standard,none,single,sometimes,yes,3,school_bus,58,76,69
8736,male,group A,high school,standard,completed,divorced,sometimes,yes,0,private,82,74,74
8737,female,group D,some college,standard,none,single,never,no,3,private,77,92,89
8738,female,group A,associate's degree,free/reduced,completed,divorced,sometimes,no,1,private,65,80,82
8739,male,group C,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,66,68,66
8740,female,group C,some high school,free/reduced,completed,single,sometimes,yes,0,private,45,65,63
8741,female,group E,some high school,free/reduced,none,divorced,regularly,yes,0,school_bus,56,57,50
8742,female,group C,some high school,standard,none,single,sometimes,no,1,private,47,63,65
8743,male,group E,high school,standard,completed,single,never,yes,3,private,75,71,72
8744,male,group D,some college,standard,completed,married,never,yes,0,school_bus,75,75,76
8745,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,86,72,78
8746,female,group B,master's degree,standard,none,married,never,no,3,school_bus,86,93,93
8747,female,group D,some high school,standard,completed,divorced,regularly,yes,1,private,62,62,69
8748,male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,94,89,86
8749,male,group D,some college,standard,completed,married,sometimes,no,3,school_bus,82,81,88
8750,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,4,school_bus,73,85,83
8751,male,group D,some college,standard,none,married,sometimes,yes,1,school_bus,83,85,81
8752,female,group C,some college,standard,completed,married,sometimes,yes,0,private,63,70,72
8753,male,group D,master's degree,standard,none,married,sometimes,no,2,school_bus,69,76,75
8754,female,group D,some high school,standard,none,single,regularly,yes,3,private,95,87,93
8755,male,group C,some college,free/reduced,none,married,never,no,2,private,50,51,47
8756,female,group C,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,82,92,92
8757,female,group C,some high school,free/reduced,completed,divorced,sometimes,no,4,private,57,78,69
8758,female,group C,associate's degree,free/reduced,none,divorced,regularly,no,2,private,65,82,82
8759,female,group C,high school,standard,none,single,sometimes,no,3,private,53,61,57
8760,female,group E,some college,free/reduced,none,divorced,sometimes,yes,2,school_bus,73,80,84
8761,male,group D,some college,standard,none,married,never,yes,3,private,74,73,76
8762,female,group D,high school,free/reduced,none,divorced,sometimes,yes,5,school_bus,45,59,58
8763,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,1,private,88,77,76
8764,male,group E,associate's degree,free/reduced,none,married,never,no,4,school_bus,76,77,68
8765,female,group C,some high school,standard,none,single,sometimes,no,1,private,75,86,84
8766,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,72,86,83
8767,female,group E,high school,standard,none,married,never,no,4,school_bus,90,95,95
8768,male,group D,high school,standard,none,single,regularly,yes,1,school_bus,78,58,66
8769,female,group C,high school,free/reduced,none,married,never,yes,2,school_bus,29,42,38
8770,male,group B,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,51,52,54
8771,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,75,81,70
8772,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,46,64,67
8773,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,3,school_bus,74,79,84
8774,male,group B,some high school,free/reduced,none,married,sometimes,no,2,school_bus,38,37,31
8775,female,group B,bachelor's degree,standard,none,single,regularly,yes,2,private,69,78,75
8776,female,group C,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,59,65,65
8777,female,group B,some high school,standard,completed,married,sometimes,yes,1,private,81,91,94
8778,male,group C,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,52,61,54
8779,male,group E,some college,standard,completed,married,regularly,yes,1,private,99,94,96
8780,female,group B,some college,standard,none,married,sometimes,yes,2,private,44,46,54
8781,male,group D,some college,standard,none,divorced,regularly,no,2,school_bus,86,75,78
8782,male,group C,some high school,free/reduced,completed,single,sometimes,yes,1,private,44,52,47
8783,male,group B,high school,free/reduced,none,married,sometimes,no,4,school_bus,77,82,76
8784,male,group D,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,90,90,92
8785,male,group E,bachelor's degree,standard,none,married,sometimes,no,4,private,92,87,86
8786,male,group B,associate's degree,standard,completed,single,sometimes,yes,1,private,95,86,84
8787,male,group B,some high school,free/reduced,none,single,sometimes,no,3,school_bus,28,24,24
8788,female,group A,some college,free/reduced,completed,single,sometimes,yes,3,school_bus,75,84,89
8789,female,group E,some college,standard,completed,married,regularly,yes,0,private,73,72,69
8790,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,44,62,58
8791,female,group A,high school,standard,none,married,sometimes,yes,0,school_bus,85,95,91
8792,male,group C,some college,standard,none,married,regularly,yes,3,school_bus,82,75,72
8793,male,group C,some college,free/reduced,completed,married,regularly,yes,1,private,65,63,64
8794,male,group C,some high school,standard,none,single,sometimes,no,2,school_bus,58,54,52
8795,female,group C,bachelor's degree,free/reduced,none,divorced,never,yes,3,school_bus,52,70,68
8796,female,group E,high school,standard,completed,married,never,yes,2,school_bus,85,92,91
8797,female,group C,some college,free/reduced,none,single,regularly,yes,2,private,33,40,36
8798,female,group A,some college,free/reduced,none,married,sometimes,yes,1,school_bus,52,71,68
8799,female,group B,some college,free/reduced,completed,married,regularly,yes,3,school_bus,49,63,62
8800,female,group E,some high school,standard,none,single,sometimes,yes,1,private,96,100,94
8801,male,group D,high school,free/reduced,none,single,sometimes,no,2,school_bus,63,65,61
8802,male,group B,high school,standard,none,single,sometimes,yes,4,private,62,63,59
8803,female,group D,high school,free/reduced,none,divorced,regularly,no,1,private,56,64,69
8804,male,group C,some college,free/reduced,none,married,never,no,1,private,62,67,60
8805,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,2,private,66,70,79
8806,female,group D,high school,standard,completed,married,never,no,3,school_bus,86,98,97
8807,female,group D,some high school,standard,completed,single,never,yes,1,school_bus,59,52,61
8808,female,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,84,93,89
8809,male,group D,some college,standard,none,married,regularly,no,3,school_bus,71,63,65
8810,female,group E,associate's degree,standard,completed,divorced,never,yes,2,private,62,78,74
8811,female,group B,some college,free/reduced,none,single,never,no,1,private,47,59,56
8812,female,group C,high school,standard,none,single,sometimes,yes,1,private,73,95,91
8813,male,group D,high school,standard,none,divorced,regularly,yes,1,private,81,80,75
8814,female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,58,51,62
8815,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,private,63,55,62
8816,female,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,63,73,73
8817,male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,55,63,58
8818,female,group D,high school,standard,none,married,sometimes,no,1,school_bus,85,87,90
8819,male,group D,associate's degree,standard,completed,single,regularly,yes,2,school_bus,56,59,59
8820,male,group D,some high school,standard,none,single,sometimes,yes,1,school_bus,71,61,61
8821,female,group D,associate's degree,standard,none,married,sometimes,yes,1,private,85,89,90
8822,male,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,91,81,72
8823,male,group B,high school,free/reduced,none,married,sometimes,yes,3,school_bus,53,48,53
8824,male,group C,some college,standard,completed,married,sometimes,yes,3,private,61,56,54
8825,female,group D,some college,standard,completed,single,sometimes,yes,3,school_bus,62,70,75
8826,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,school_bus,66,73,75
8827,female,group D,bachelor's degree,standard,none,single,sometimes,no,4,private,75,82,92
8828,male,group D,high school,standard,none,married,sometimes,no,4,school_bus,64,60,59
8829,female,group C,some college,standard,none,married,regularly,no,3,private,66,74,69
8830,female,group E,master's degree,standard,none,married,regularly,no,1,school_bus,69,79,83
8831,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,86,89,100
8832,male,group C,high school,free/reduced,none,married,sometimes,no,2,school_bus,58,72,63
8833,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,48,46,45
8834,female,group C,associate's degree,free/reduced,none,single,never,yes,0,private,56,67,56
8835,male,group E,high school,standard,none,single,sometimes,yes,0,school_bus,90,85,78
8836,male,group C,some college,standard,none,single,sometimes,no,1,private,64,75,74
8837,female,group C,master's degree,free/reduced,none,married,regularly,yes,2,private,34,38,45
8838,male,group B,master's degree,standard,none,divorced,sometimes,yes,0,school_bus,81,74,68
8839,male,group B,some college,standard,none,married,never,yes,1,school_bus,68,70,64
8840,female,group C,some high school,standard,completed,single,never,yes,5,school_bus,77,94,84
8841,male,group E,some college,free/reduced,none,single,regularly,yes,3,school_bus,56,57,51
8842,male,group C,some high school,standard,none,divorced,sometimes,yes,1,private,63,57,49
8843,female,group C,high school,free/reduced,completed,married,never,yes,5,private,45,70,69
8844,female,group D,high school,free/reduced,none,single,never,yes,5,private,66,82,76
8845,male,group C,some high school,standard,none,married,sometimes,yes,1,school_bus,72,49,58
8846,female,group A,some high school,standard,none,single,never,yes,1,school_bus,67,64,64
8847,male,group E,some college,free/reduced,none,married,regularly,yes,4,school_bus,89,77,70
8848,female,group D,high school,free/reduced,none,married,sometimes,no,1,school_bus,56,60,67
8849,female,group A,some high school,free/reduced,none,divorced,regularly,yes,1,school_bus,53,74,67
8850,female,group B,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,72,74,76
8851,male,group C,some college,standard,none,divorced,sometimes,no,2,school_bus,48,40,43
8852,male,group A,some college,standard,completed,divorced,sometimes,yes,3,school_bus,69,68,70
8853,male,group C,master's degree,standard,none,single,sometimes,yes,1,school_bus,74,78,74
8854,male,group D,some college,standard,completed,married,never,no,3,school_bus,87,81,91
8855,female,group A,bachelor's degree,free/reduced,completed,married,sometimes,yes,2,private,65,86,80
8856,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,3,private,78,87,90
8857,male,group A,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,64,53,53
8858,male,group D,high school,standard,none,divorced,sometimes,no,2,school_bus,90,84,76
8859,female,group B,some college,standard,none,married,regularly,yes,0,school_bus,75,91,85
8860,male,group C,bachelor's degree,standard,none,divorced,sometimes,no,2,school_bus,71,69,65
8861,female,group C,some high school,free/reduced,completed,married,sometimes,yes,4,private,65,75,73
8862,female,group B,high school,standard,none,married,regularly,no,3,private,70,72,72
8863,male,group E,some high school,standard,completed,married,regularly,yes,2,school_bus,80,66,66
8864,male,group E,some college,standard,none,married,sometimes,yes,0,private,97,95,90
8865,male,group D,some college,standard,completed,widowed,regularly,yes,3,private,71,56,60
8866,female,group D,associate's degree,standard,completed,married,never,yes,4,school_bus,54,72,74
8867,male,group C,some college,standard,none,single,never,no,3,private,86,83,75
8868,male,group E,bachelor's degree,standard,completed,married,never,yes,1,private,97,90,94
8869,female,group A,associate's degree,standard,none,married,regularly,no,1,private,89,97,92
8870,female,group E,some high school,standard,none,married,regularly,yes,2,school_bus,76,78,82
8871,female,group D,some college,standard,none,single,never,no,3,private,67,72,70
8872,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,55,66,65
8873,female,group D,associate's degree,standard,completed,married,sometimes,no,2,private,67,71,76
8874,female,group D,some high school,free/reduced,none,married,regularly,no,3,school_bus,73,69,75
8875,female,group E,some college,standard,none,divorced,sometimes,no,4,private,62,69,62
8876,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,55,70,77
8877,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,58,59,59
8878,female,group D,bachelor's degree,standard,none,married,sometimes,no,5,private,95,95,100
8879,male,group A,associate's degree,free/reduced,none,widowed,never,yes,3,private,50,56,55
8880,male,group B,master's degree,free/reduced,none,married,never,no,1,school_bus,65,66,65
8881,female,group D,some college,standard,none,single,regularly,yes,1,private,64,68,71
8882,female,group C,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,60,69,72
8883,male,group E,some high school,standard,none,single,sometimes,yes,3,school_bus,71,60,51
8884,female,group D,master's degree,free/reduced,none,married,sometimes,yes,1,private,67,80,85
8885,female,group C,high school,standard,none,married,sometimes,yes,0,private,46,46,47
8886,female,group B,some high school,free/reduced,completed,divorced,regularly,yes,3,private,53,61,68
8887,male,group B,some high school,standard,none,married,sometimes,yes,3,school_bus,79,62,67
8888,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,81,78,75
8889,male,group C,some high school,free/reduced,none,married,regularly,yes,4,private,67,52,55
8890,male,group D,high school,free/reduced,completed,single,sometimes,no,3,school_bus,58,65,60
8891,female,group D,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,66,73,79
8892,male,group C,high school,free/reduced,completed,married,regularly,no,4,school_bus,56,58,53
8893,male,group C,some high school,standard,completed,married,never,yes,0,school_bus,65,67,57
8894,male,group C,master's degree,free/reduced,none,married,regularly,yes,3,private,63,57,55
